# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-05-22 20:10:06 EDT       (vaww02)
#
# Data for the following 33 site(s) are contained in this file
#    USGS 10293000 E WALKER RV NR BRIDGEPORT, CA
#    USGS 10308200 E FK CARSON RV BLW MARKLEEVILLE CK NR MARKLEEVILLE
#    USGS 10344400 LITTLE TRUCKEE R AB BOCA RES NR TRUCKEE CA
#    USGS 10346000 TRUCKEE R A FARAD CA
#    USGS 11160500 SAN LORENZO R A BIG TREES CA
#    USGS 11161000 SAN LORENZO R A SANTA CRUZ CA
#    USGS 11355010 PIT R BL PIT NO 1 PH NR FALL RIVER MILLS CA
#    USGS 11355500 HAT C NR HAT CREEK CA
#    USGS 11377100 SACRAMENTO R AB BEND BRIDGE NR RED BLUFF CA
#    USGS 11389500 SACRAMENTO R A COLUSA CA
#    USGS 11413000 N YUBA R BL GOODYEARS BAR CA
#    USGS 11421000 YUBA R NR MARYSVILLE CA
#    USGS 11427000 NF AMERICAN R A NORTH FORK DAM CA
#    USGS 11454000 PUTAH C NR WINTERS CA
#    USGS 11467000 RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA
#    USGS 11468000 NAVARRO R NR NAVARRO CA
#    USGS 11468500 NOYO R NR FORT BRAGG CA
#    USGS 11468900 MATTOLE R NR ETTERSBURG CA
#    USGS 11469000 MATTOLE R NR PETROLIA CA
#    USGS 11475000 EEL R A FORT SEWARD CA
#    USGS 11477000 EEL R A SCOTIA CA
#    USGS 11478500 VAN DUZEN R NR BRIDGEVILLE CA
#    USGS 11481000 MAD R NR ARCATA CA
#    USGS 11482500 REDWOOD C A ORICK CA
#    USGS 11525500 TRINITY R A LEWISTON CA
#    USGS 11526250 TRINITY R A JUNCTION CITY CA
#    USGS 11527000 TRINITY R NR BURNT RANCH CA
#    USGS 11532500 SMITH R NR CRESCENT CITY CA
#    USGS 14303600 NESTUCCA RIVER NEAR BEAVER, OR
#    USGS 14319500 NORTH UMPQUA RIVER AT WINCHESTER, OR
#    USGS 14321000 UMPQUA RIVER NEAR ELKTON, OR
#    USGS 14361500 ROGUE RIVER AT GRANTS PASS, OR
#    USGS 14372300 ROGUE RIVER NEAR AGNESS, OR
# -----------------------------------------------------------------------------------
#
# Data provided for site 10293000
#            TS   parameter     statistic     Description
#        102494       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=10293000&ts_ids=102494]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	102494_00060_00003	102494_00060_00003_cd
USGS	11468900	2012-12-20	1050	A
USGS	11468900	2012-12-21	2570	A
USGS	11468900	2012-12-22	4000	A
USGS	11468900	2012-12-23	3660	A
USGS	11468900	2012-12-24	2290	A
USGS	11468900	2012-12-25	1590	A
USGS	11468900	2012-12-26	1710	A
USGS	11468900	2012-12-27	1300	A
USGS	11468900	2012-12-28	986	A
USGS	11468900	2012-12-29	778	A
USGS	11468900	2012-12-30	628	A
USGS	11468900	2012-12-31	527	A
USGS	11468900	2013-01-01	454	A
USGS	11468900	2013-01-02	401	A
USGS	11468900	2013-01-03	357	A
USGS	11468900	2013-01-04	322	A
USGS	11468900	2013-01-05	297	A
USGS	11468900	2013-01-06	271	A
USGS	11468900	2013-01-07	248	A
USGS	11468900	2013-01-08	230	A
USGS	11468900	2013-01-09	226	A
USGS	11468900	2013-01-10	215	A
USGS	11468900	2013-01-11	197	A
USGS	11468900	2013-01-12	184	A
USGS	11468900	2013-01-13	174	A
USGS	11468900	2013-01-14	164	A
USGS	11468900	2013-01-15	156	A
USGS	11468900	2013-01-16	149	A
USGS	11468900	2013-01-17	143	A
USGS	11468900	2013-01-18	137	A
USGS	11468900	2013-01-19	131	A
USGS	11468900	2013-01-20	126	A
USGS	11468900	2013-01-21	121	A
USGS	11468900	2013-01-22	117	A
USGS	11468900	2013-01-23	188	A
USGS	11468900	2013-01-24	262	A
USGS	11468900	2013-01-25	208	A
USGS	11468900	2013-01-26	191	A
USGS	11468900	2013-01-27	175	A
USGS	11468900	2013-01-28	162	A
USGS	11468900	2013-01-29	152	A
USGS	11468900	2013-01-30	146	A
USGS	11468900	2013-01-31	138	A
USGS	11468900	2013-02-01	131	A
USGS	11468900	2013-02-02	126	A
USGS	11468900	2013-02-03	121	A
USGS	11468900	2013-02-04	113	A
USGS	11468900	2013-02-05	111	A
USGS	11468900	2013-02-06	106	A
USGS	11468900	2013-02-07	166	A
USGS	11468900	2013-02-08	141	A
USGS	11468900	2013-02-09	128	A
USGS	11468900	2013-02-10	121	A
USGS	11468900	2013-02-11	115	A
USGS	11468900	2013-02-12	110	A
USGS	11468900	2013-02-13	105	A
USGS	11468900	2013-02-14	102	A
USGS	11468900	2013-02-15	99.3	A
USGS	11468900	2013-02-16	95.6	A
USGS	11468900	2013-02-17	92.8	A
USGS	11468900	2013-02-18	90.5	A
USGS	11468900	2013-02-19	113	A
USGS	11468900	2013-02-20	100	A
USGS	11468900	2013-02-21	92.2	A
USGS	11468900	2013-02-22	88.2	A
USGS	11468900	2013-02-23	87.3	A
USGS	11468900	2013-02-24	83.6	A
USGS	11468900	2013-02-25	81.4	A
USGS	11468900	2013-02-26	79.2	A
USGS	11468900	2013-02-27	77.5	A
USGS	11468900	2013-02-28	77.8	A
USGS	11468900	2013-03-01	76.0	A
USGS	11468900	2013-03-02	75.4	A
USGS	11468900	2013-03-03	74.2	A
USGS	11468900	2013-03-04	72.1	A
USGS	11468900	2013-03-05	93.6	A
USGS	11468900	2013-03-06	729	A
USGS	11468900	2013-03-07	493	A
USGS	11468900	2013-03-08	354	A
USGS	11468900	2013-03-09	289	A
USGS	11468900	2013-03-10	249	A
USGS	11468900	2013-03-11	224	A
USGS	11468900	2013-03-12	199	A
USGS	11468900	2013-03-13	181	A
USGS	11468900	2013-03-14	167	A
USGS	11468900	2013-03-15	153	A
USGS	11468900	2013-03-16	143	A
USGS	11468900	2013-03-17	135	A
USGS	11468900	2013-03-18	127	A
USGS	11468900	2013-03-19	122	A
USGS	11468900	2013-03-20	429	A
USGS	11468900	2013-03-21	406	A
USGS	11468900	2013-03-22	291	A
USGS	11468900	2013-03-23	247	A
USGS	11468900	2013-03-24	214	A
USGS	11468900	2013-03-25	191	A
USGS	11468900	2013-03-26	178	A
USGS	11468900	2013-03-27	172	A
USGS	11468900	2013-03-28	167	A
USGS	11468900	2013-03-29	159	A
USGS	11468900	2013-03-30	149	A
USGS	11468900	2013-03-31	137	A
USGS	11468900	2013-04-01	130	A
USGS	11468900	2013-04-02	119	A
USGS	11468900	2013-04-03	113	A
USGS	11468900	2013-04-04	377	A
USGS	11468900	2013-04-05	721	A
USGS	11468900	2013-04-06	953	A
USGS	11468900	2013-04-07	1010	A
USGS	11468900	2013-04-08	1070	A
USGS	11468900	2013-04-09	772	A
USGS	11468900	2013-04-10	581	A
USGS	11468900	2013-04-11	465	A
USGS	11468900	2013-04-12	390	A
USGS	11468900	2013-04-13	333	A
USGS	11468900	2013-04-14	290	A
USGS	11468900	2013-04-15	261	A
USGS	11468900	2013-04-16	234	A
USGS	11468900	2013-04-17	215	A
USGS	11468900	2013-04-18	198	A
USGS	11468900	2013-04-19	183	A
USGS	11468900	2013-04-20	171	A
USGS	11468900	2013-04-21	159	A
USGS	11468900	2013-04-22	148	A
USGS	11468900	2013-04-23	140	A
USGS	11468900	2013-04-24	131	A
USGS	11468900	2013-04-25	123	A
USGS	11468900	2013-04-26	117	A
USGS	11468900	2013-04-27	110	A
USGS	11468900	2013-04-28	104	A
USGS	11468900	2013-04-29	98.8	A
USGS	11468900	2013-04-30	94.5	A
USGS	11468900	2013-05-01	89.4	A
USGS	11468900	2013-05-02	84.8	A
USGS	11468900	2013-05-03	80.4	A
USGS	11468900	2013-05-04	77.6	A
USGS	11468900	2013-05-05	75.2	A
USGS	11468900	2013-05-06	74.6	A
USGS	11468900	2013-05-07	73.9	A
USGS	11468900	2013-05-08	70.5	A
USGS	11468900	2013-05-09	67.8	A
USGS	11468900	2013-05-10	65.2	A
USGS	11468900	2013-05-11	63.2	A
USGS	11468900	2013-05-12	61.1	A
USGS	11468900	2013-05-13	59.2	A
USGS	11468900	2013-05-14	56.8	A
USGS	11468900	2013-05-15	54.8	A
USGS	11468900	2013-05-16	54.8	A
USGS	11468900	2013-05-17	54.4	A
USGS	11468900	2013-05-18	52.4	A
USGS	11468900	2013-05-19	49.9	A
USGS	11468900	2013-05-20	47.6	A
USGS	11468900	2013-05-21	46.3	A
USGS	11468900	2013-05-22	46.0	A
USGS	11468900	2013-05-23	44.8	A
USGS	11468900	2013-05-24	43.7	A
USGS	11468900	2013-05-25	42.6	A
USGS	11468900	2013-05-26	42.1	A
USGS	11468900	2013-05-27	68.1	A
USGS	11468900	2013-05-28	85.5	A
USGS	11468900	2013-05-29	57.2	A
USGS	11468900	2013-05-30	48.5	A
USGS	11468900	2013-05-31	43.9	A
USGS	11468900	2013-06-01	41.1	A
USGS	11468900	2013-06-02	39.5	A
USGS	11468900	2013-06-03	38.5	A
USGS	11468900	2013-06-04	37.2	A
USGS	11468900	2013-06-05	36.4	A
USGS	11468900	2013-06-06	35.3	A
USGS	11468900	2013-06-07	33.5	A
USGS	11468900	2013-06-08	31.9	A
USGS	11468900	2013-06-09	30.5	A
USGS	11468900	2013-06-10	30.7	A
USGS	11468900	2013-06-11	31.0	A
USGS	11468900	2013-06-12	29.7	A
USGS	11468900	2013-06-13	28.8	A
USGS	11468900	2013-06-14	27.9	A
USGS	11468900	2013-06-15	26.9	A
USGS	11468900	2013-06-16	26.1	A
USGS	11468900	2013-06-17	25.5	A
USGS	11468900	2013-06-18	26.1	A
USGS	11468900	2013-06-19	26.4	A
USGS	11468900	2013-06-20	25.3	A
USGS	11468900	2013-06-21	24.2	A
USGS	11468900	2013-06-22	22.9	A
USGS	11468900	2013-06-23	25.8	A
USGS	11468900	2013-06-24	28.5	A
USGS	11468900	2013-06-25	62.7	A
USGS	11468900	2013-06-26	147	A
USGS	11468900	2013-06-27	97.2	A
USGS	11468900	2013-06-28	57.0	A
USGS	11468900	2013-06-29	43.8	A
USGS	11468900	2013-06-30	37.1	A
USGS	11468900	2013-07-01	33.1	A
USGS	11468900	2013-07-02	30.5	A
USGS	11468900	2013-07-03	28.3	A
USGS	11468900	2013-07-04	26.4	A
USGS	11468900	2013-07-05	23.9	A
USGS	11468900	2013-07-06	23.2	A
USGS	11468900	2013-07-07	22.8	A
USGS	11468900	2013-07-08	21.8	A
USGS	11468900	2013-07-09	20.6	A
USGS	11468900	2013-07-10	20.0	A
USGS	11468900	2013-07-11	19.3	A
USGS	11468900	2013-07-12	18.8	A
USGS	11468900	2013-07-13	17.9	A
USGS	11468900	2013-07-14	17.2	A
USGS	11468900	2013-07-15	16.9	A
USGS	11468900	2013-07-16	16.9	A
USGS	11468900	2013-07-17	17.8	A
USGS	11468900	2013-07-18	17.4	A
USGS	11468900	2013-07-19	16.1	A
USGS	11468900	2013-07-20	15.0	A
USGS	11468900	2013-07-21	14.3	A
USGS	11468900	2013-07-22	13.4	A
USGS	11468900	2013-07-23	12.9	A
USGS	11468900	2013-07-24	13.0	A
USGS	11468900	2013-07-25	12.3	A
USGS	11468900	2013-07-26	11.4	A
USGS	11468900	2013-07-27	10.7	A
USGS	11468900	2013-07-28	10.1	A
USGS	11468900	2013-07-29	9.84	A
USGS	11468900	2013-07-30	11.0	A
USGS	11468900	2013-07-31	10.4	A
USGS	11468900	2013-08-01	9.93	A
USGS	11468900	2013-08-02	9.83	A
USGS	11468900	2013-08-03	9.29	A
USGS	11468900	2013-08-04	8.99	A
USGS	11468900	2013-08-05	8.44	A
USGS	11468900	2013-08-06	8.28	A
USGS	11468900	2013-08-07	9.37	A
USGS	11468900	2013-08-08	10.8	A
USGS	11468900	2013-08-09	11.1	A
USGS	11468900	2013-08-10	11.0	A
USGS	11468900	2013-08-11	11.0	A
USGS	11468900	2013-08-12	10.4	A
USGS	11468900	2013-08-13	8.93	A
USGS	11468900	2013-08-14	8.46	A
USGS	11468900	2013-08-15	8.95	A
USGS	11468900	2013-08-16	9.79	A
USGS	11468900	2013-08-17	9.20	A
USGS	11468900	2013-08-18	9.04	A
USGS	11468900	2013-08-19	8.40	A
USGS	11468900	2013-08-20	8.03	A
USGS	11468900	2013-08-21	8.30	A
USGS	11468900	2013-08-22	9.26	A
USGS	11468900	2013-08-23	9.41	A
USGS	11468900	2013-08-24	9.99	A
USGS	11468900	2013-08-25	10.6	A
USGS	11468900	2013-08-26	11.3	A
USGS	11468900	2013-08-27	11.0	A
USGS	11468900	2013-08-28	11.1	A
USGS	11468900	2013-08-29	11.3	A
USGS	11468900	2013-08-30	10.9	A
USGS	11468900	2013-08-31	9.88	A
USGS	11468900	2013-09-01	9.16	A
USGS	11468900	2013-09-02	8.95	A
USGS	11468900	2013-09-03	9.35	A
USGS	11468900	2013-09-04	9.65	A
USGS	11468900	2013-09-05	9.34	A
USGS	11468900	2013-09-06	8.50	A
USGS	11468900	2013-09-07	7.73	A
USGS	11468900	2013-09-08	6.98	A
USGS	11468900	2013-09-09	6.25	A
USGS	11468900	2013-09-10	5.15	A
USGS	11468900	2013-09-11	5.56	A
USGS	11468900	2013-09-12	6.52	A
USGS	11468900	2013-09-13	7.08	A
USGS	11468900	2013-09-14	6.92	A
USGS	11468900	2013-09-15	6.68	A
USGS	11468900	2013-09-16	6.72	A
USGS	11468900	2013-09-17	6.56	A
USGS	11468900	2013-09-18	6.30	A
USGS	11468900	2013-09-19	6.06	A
USGS	11468900	2013-09-20	7.18	A
USGS	11468900	2013-09-21	40.2	A
USGS	11468900	2013-09-22	27.7	A
USGS	11468900	2013-09-23	22.9	A
USGS	11468900	2013-09-24	18.8	A
USGS	11468900	2013-09-25	14.7	A
USGS	11468900	2013-09-26	12.7	A
USGS	11468900	2013-09-27	11.2	A
USGS	11468900	2013-09-28	10.6	A
USGS	11468900	2013-09-29	151	A
USGS	11468900	2013-09-30	550	A
USGS	11468900	2013-10-01	111	A
USGS	11468900	2013-10-02	54.2	A
USGS	11468900	2013-10-03	37.9	A
USGS	11468900	2013-10-04	30.1	A
USGS	11468900	2013-10-05	25.7	A
USGS	11468900	2013-10-06	22.5	A
USGS	11468900	2013-10-07	20.6	A
USGS	11468900	2013-10-08	19.5	A
USGS	11468900	2013-10-09	18.2	A
USGS	11468900	2013-10-10	17.1	A
USGS	11468900	2013-10-11	16.3	A
USGS	11468900	2013-10-12	15.8	A
USGS	11468900	2013-10-13	15.5	A
USGS	11468900	2013-10-14	15.1	A
USGS	11468900	2013-10-15	14.7	A
USGS	11468900	2013-10-16	14.2	A
USGS	11468900	2013-10-17	13.8	A
USGS	11468900	2013-10-18	13.7	A
USGS	11468900	2013-10-19	13.2	A
USGS	11468900	2013-10-20	13.1	A
USGS	11468900	2013-10-21	13.0	A
USGS	11468900	2013-10-22	12.4	A
USGS	11468900	2013-10-23	12.1	A
USGS	11468900	2013-10-24	11.9	A
USGS	11468900	2013-10-25	11.8	A
USGS	11468900	2013-10-26	11.7	A
USGS	11468900	2013-10-27	11.7	A
USGS	11468900	2013-10-28	11.9	A
USGS	11468900	2013-10-29	12.1	A
USGS	11468900	2013-10-30	12.0	A
USGS	11468900	2013-10-31	12.2	A
USGS	11468900	2013-11-01	12.1	A
USGS	11468900	2013-11-02	11.9	A
USGS	11468900	2013-11-03	11.7	A
USGS	11468900	2013-11-04	11.4	A
USGS	11468900	2013-11-05	11.3	A
USGS	11468900	2013-11-06	11.3	A
USGS	11468900	2013-11-07	11.2	A
USGS	11468900	2013-11-08	11.3	A
USGS	11468900	2013-11-09	11.1	A
USGS	11468900	2013-11-10	10.8	A
USGS	11468900	2013-11-11	11.0	A
USGS	11468900	2013-11-12	11.3	A
USGS	11468900	2013-11-13	11.3	A
USGS	11468900	2013-11-14	11.3	A
USGS	11468900	2013-11-15	10.9	A
USGS	11468900	2013-11-16	10.8	A
USGS	11468900	2013-11-17	10.8	A
USGS	11468900	2013-11-18	10.7	A
USGS	11468900	2013-11-19	162	A
USGS	11468900	2013-11-20	255	A
USGS	11468900	2013-11-21	88.3	A
USGS	11468900	2013-11-22	52.5	A
USGS	11468900	2013-11-23	39.5	A
USGS	11468900	2013-11-24	32.6	A
USGS	11468900	2013-11-25	28.5	A
USGS	11468900	2013-11-26	26.1	A
USGS	11468900	2013-11-27	24.5	A
USGS	11468900	2013-11-28	23.2	A
USGS	11468900	2013-11-29	21.8	A
USGS	11468900	2013-11-30	20.7	A
USGS	11468900	2013-12-01	19.8	A
USGS	11468900	2013-12-02	19.5	A
USGS	11468900	2013-12-03	19.8	A
USGS	11468900	2013-12-04	18.5	A
USGS	11468900	2013-12-05	17.8	A
USGS	11468900	2013-12-06	19.9	A
USGS	11468900	2013-12-07	32.2	A
USGS	11468900	2013-12-08	22.9	A
USGS	11468900	2013-12-09	19.6	A
USGS	11468900	2013-12-10	18.7	A
USGS	11468900	2013-12-11	18.2	A
USGS	11468900	2013-12-12	17.7	A
USGS	11468900	2013-12-13	17.3	A
USGS	11468900	2013-12-14	16.8	A
USGS	11468900	2013-12-15	16.5	A
USGS	11468900	2013-12-16	16.2	A
USGS	11468900	2013-12-17	15.8	A
USGS	11468900	2013-12-18	15.7	A
USGS	11468900	2013-12-19	15.4	A
USGS	11468900	2013-12-20	15.0	A
USGS	11468900	2013-12-21	14.6	A
USGS	11468900	2013-12-22	14.2	A
USGS	11468900	2013-12-23	13.9	A
USGS	11468900	2013-12-24	13.7	A
USGS	11468900	2013-12-25	13.6	A
USGS	11468900	2013-12-26	13.2	A
USGS	11468900	2013-12-27	13.2	A
USGS	11468900	2013-12-28	13.1	A
USGS	11468900	2013-12-29	12.8	A
USGS	11468900	2013-12-30	12.7	A
USGS	11468900	2013-12-31	12.4	A
USGS	11468900	2014-01-01	12.2	A
USGS	11468900	2014-01-02	12.2	A
USGS	11468900	2014-01-03	12.2	A
USGS	11468900	2014-01-04	12.1	A
USGS	11468900	2014-01-05	11.8	A
USGS	11468900	2014-01-06	11.5	A
USGS	11468900	2014-01-07	11.3	A
USGS	11468900	2014-01-08	11.5	A
USGS	11468900	2014-01-09	13.4	A
USGS	11468900	2014-01-10	13.0	A:e
USGS	11468900	2014-01-11	16.0	A:e
USGS	11468900	2014-01-12	23.0	A:e
USGS	11468900	2014-01-13	24.0	A:e
USGS	11468900	2014-01-14	19.8	A
USGS	11468900	2014-01-15	17.4	A
USGS	11468900	2014-01-16	16.0	A
USGS	11468900	2014-01-17	15.4	A
USGS	11468900	2014-01-18	14.8	A
USGS	11468900	2014-01-19	14.2	A
USGS	11468900	2014-01-20	13.7	A
USGS	11468900	2014-01-21	13.1	A
USGS	11468900	2014-01-22	12.7	A
USGS	11468900	2014-01-23	12.6	A
USGS	11468900	2014-01-24	12.2	A
USGS	11468900	2014-01-25	12.3	A
USGS	11468900	2014-01-26	12.2	A
USGS	11468900	2014-01-27	12.0	A
USGS	11468900	2014-01-28	12.8	A
USGS	11468900	2014-01-29	32.0	A
USGS	11468900	2014-01-30	39.6	A
USGS	11468900	2014-01-31	25.4	A
USGS	11468900	2014-02-01	20.9	A
USGS	11468900	2014-02-02	20.8	A
USGS	11468900	2014-02-03	19.8	A
USGS	11468900	2014-02-04	17.6	A
USGS	11468900	2014-02-05	16.8	A
USGS	11468900	2014-02-06	29.6	A
USGS	11468900	2014-02-07	283	A
USGS	11468900	2014-02-08	1100	A
USGS	11468900	2014-02-09	1120	A
USGS	11468900	2014-02-10	1080	A
USGS	11468900	2014-02-11	427	A
USGS	11468900	2014-02-12	284	A
USGS	11468900	2014-02-13	403	A
USGS	11468900	2014-02-14	1140	A
USGS	11468900	2014-02-15	2660	A
USGS	11468900	2014-02-16	1940	A
USGS	11468900	2014-02-17	845	A
USGS	11468900	2014-02-18	549	A
USGS	11468900	2014-02-19	535	A
USGS	11468900	2014-02-20	411	A
USGS	11468900	2014-02-21	337	A
USGS	11468900	2014-02-22	283	A
USGS	11468900	2014-02-23	233	A
USGS	11468900	2014-02-24	203	A
USGS	11468900	2014-02-25	178	A
USGS	11468900	2014-02-26	180	A
USGS	11468900	2014-02-27	739	A
USGS	11468900	2014-02-28	782	A
USGS	11468900	2014-03-01	687	A
USGS	11468900	2014-03-02	781	A
USGS	11468900	2014-03-03	3730	A
USGS	11468900	2014-03-04	3010	A
USGS	11468900	2014-03-05	2070	A
USGS	11468900	2014-03-06	2230	A
USGS	11468900	2014-03-07	1310	A
USGS	11468900	2014-03-08	877	A
USGS	11468900	2014-03-09	870	A
USGS	11468900	2014-03-10	1260	A
USGS	11468900	2014-03-11	952	A
USGS	11468900	2014-03-12	714	A
USGS	11468900	2014-03-13	562	A
USGS	11468900	2014-03-14	452	A
USGS	11468900	2014-03-15	378	A
USGS	11468900	2014-03-16	320	A
USGS	11468900	2014-03-17	293	A
USGS	11468900	2014-03-18	258	A
USGS	11468900	2014-03-19	227	A
USGS	11468900	2014-03-20	196	A
USGS	11468900	2014-03-21	178	A
USGS	11468900	2014-03-22	162	A
USGS	11468900	2014-03-23	148	A
USGS	11468900	2014-03-24	136	A
USGS	11468900	2014-03-25	181	A
USGS	11468900	2014-03-26	315	A
USGS	11468900	2014-03-27	324	A
USGS	11468900	2014-03-28	1800	A
USGS	11468900	2014-03-29	4210	A
USGS	11468900	2014-03-30	1580	A
USGS	11468900	2014-03-31	1210	A
USGS	11468900	2014-04-01	1190	A
USGS	11468900	2014-04-02	1080	A
USGS	11468900	2014-04-03	872	A
USGS	11468900	2014-04-04	701	A
USGS	11468900	2014-04-05	572	A
USGS	11468900	2014-04-06	482	A
USGS	11468900	2014-04-07	418	A
USGS	11468900	2014-04-08	368	A
USGS	11468900	2014-04-09	328	A
USGS	11468900	2014-04-10	294	A
USGS	11468900	2014-04-11	265	A
USGS	11468900	2014-04-12	241	A
USGS	11468900	2014-04-13	219	A
USGS	11468900	2014-04-14	201	A
USGS	11468900	2014-04-15	184	A
USGS	11468900	2014-04-16	171	A
USGS	11468900	2014-04-17	161	A
USGS	11468900	2014-04-18	152	A
USGS	11468900	2014-04-19	141	A
USGS	11468900	2014-04-20	132	A
USGS	11468900	2014-04-21	125	A
USGS	11468900	2014-04-22	123	A
USGS	11468900	2014-04-23	115	A
USGS	11468900	2014-04-24	160	A
USGS	11468900	2014-04-25	146	A
USGS	11468900	2014-04-26	119	A
USGS	11468900	2014-04-27	130	A
USGS	11468900	2014-04-28	112	A
USGS	11468900	2014-04-29	102	A
USGS	11468900	2014-04-30	95.1	A
USGS	11468900	2014-05-01	88.6	A
USGS	11468900	2014-05-02	83.5	A
USGS	11468900	2014-05-03	80.0	A
USGS	11468900	2014-05-04	87.1	A
USGS	11468900	2014-05-05	82.3	A
USGS	11468900	2014-05-06	74.9	A
USGS	11468900	2014-05-07	70.8	A
USGS	11468900	2014-05-08	87.3	A
USGS	11468900	2014-05-09	132	A
USGS	11468900	2014-05-10	97.0	A
USGS	11468900	2014-05-11	84.7	A
USGS	11468900	2014-05-12	77.1	A
USGS	11468900	2014-05-13	71.6	A
USGS	11468900	2014-05-14	66.7	A
USGS	11468900	2014-05-15	62.8	A
USGS	11468900	2014-05-16	59.8	A
USGS	11468900	2014-05-17	57.8	A
USGS	11468900	2014-05-18	56.0	A
USGS	11468900	2014-05-19	54.9	A
USGS	11468900	2014-05-20	53.5	A
USGS	11468900	2014-05-21	51.1	A
USGS	11468900	2014-05-22	49.0	A
USGS	11468900	2014-05-23	46.9	A
USGS	11468900	2014-05-24	45.4	A
USGS	11468900	2014-05-25	45.2	A
USGS	11468900	2014-05-26	47.3	A
USGS	11468900	2014-05-27	46.0	A
USGS	11468900	2014-05-28	45.1	A
USGS	11468900	2014-05-29	44.4	A
USGS	11468900	2014-05-30	43.2	A
USGS	11468900	2014-05-31	42.3	A
USGS	11468900	2014-06-01	40.7	A
USGS	11468900	2014-06-02	39.7	A
USGS	11468900	2014-06-03	38.3	A
USGS	11468900	2014-06-04	37.1	A
USGS	11468900	2014-06-05	35.3	A
USGS	11468900	2014-06-06	33.8	A
USGS	11468900	2014-06-07	32.5	A
USGS	11468900	2014-06-08	32.7	A
USGS	11468900	2014-06-09	35.1	A
USGS	11468900	2014-06-10	34.1	A
USGS	11468900	2014-06-11	33.1	A
USGS	11468900	2014-06-12	33.3	A
USGS	11468900	2014-06-13	33.6	A
USGS	11468900	2014-06-14	36.3	A
USGS	11468900	2014-06-15	39.0	A
USGS	11468900	2014-06-16	38.6	A
USGS	11468900	2014-06-17	38.2	A
USGS	11468900	2014-06-18	37.3	A
USGS	11468900	2014-06-19	35.9	A
USGS	11468900	2014-06-20	34.9	A
USGS	11468900	2014-06-21	34.1	A
USGS	11468900	2014-06-22	33.3	A
USGS	11468900	2014-06-23	31.0	A
USGS	11468900	2014-06-24	29.1	A
USGS	11468900	2014-06-25	30.2	A
USGS	11468900	2014-06-26	46.1	A
USGS	11468900	2014-06-27	44.3	A
USGS	11468900	2014-06-28	39.7	A
USGS	11468900	2014-06-29	33.1	A
USGS	11468900	2014-06-30	29.0	A
USGS	11468900	2014-07-01	26.2	A
USGS	11468900	2014-07-02	23.8	A
USGS	11468900	2014-07-03	22.1	A
USGS	11468900	2014-07-04	21.5	A
USGS	11468900	2014-07-05	19.1	A
USGS	11468900	2014-07-06	16.4	A
USGS	11468900	2014-07-07	15.7	A
USGS	11468900	2014-07-08	14.9	A
USGS	11468900	2014-07-09	14.4	A
USGS	11468900	2014-07-10	14.0	A
USGS	11468900	2014-07-11	14.3	A
USGS	11468900	2014-07-12	15.0	A
USGS	11468900	2014-07-13	14.6	A
USGS	11468900	2014-07-14	13.6	A
USGS	11468900	2014-07-15	12.8	A
USGS	11468900	2014-07-16	12.4	A
USGS	11468900	2014-07-17	13.0	A
USGS	11468900	2014-07-18	12.7	A
USGS	11468900	2014-07-19	12.2	A
USGS	11468900	2014-07-20	11.5	A
USGS	11468900	2014-07-21	11.1	A
USGS	11468900	2014-07-22	11.3	A
USGS	11468900	2014-07-23	11.1	A
USGS	11468900	2014-07-24	10.5	A
USGS	11468900	2014-07-25	9.63	A
USGS	11468900	2014-07-26	8.89	A
USGS	11468900	2014-07-27	8.41	A
USGS	11468900	2014-07-28	7.91	A
USGS	11468900	2014-07-29	7.55	A
USGS	11468900	2014-07-30	7.23	A
USGS	11468900	2014-07-31	7.00	A
USGS	11468900	2014-08-01	6.93	A
USGS	11468900	2014-08-02	6.89	A
USGS	11468900	2014-08-03	6.33	A
USGS	11468900	2014-08-04	6.58	A
USGS	11468900	2014-08-05	7.16	A
USGS	11468900	2014-08-06	6.96	A
USGS	11468900	2014-08-07	6.40	A
USGS	11468900	2014-08-08	6.01	A
USGS	11468900	2014-08-09	5.88	A
USGS	11468900	2014-08-10	5.88	A
USGS	11468900	2014-08-11	5.87	A
USGS	11468900	2014-08-12	6.07	A
USGS	11468900	2014-08-13	6.58	A
USGS	11468900	2014-08-14	6.72	A
USGS	11468900	2014-08-15	6.32	A
USGS	11468900	2014-08-16	5.81	A
USGS	11468900	2014-08-17	5.64	A
USGS	11468900	2014-08-18	5.64	A
